name,head_position,facial_expression,eye_state,resolution
karyadi,straight,happy,open,2
karyadi,straight,happy,open,4
karyadi,straight,happy,sunglasses,1
karyadi,straight,happy,sunglasses,2
karyadi,straight,happy,sunglasses,4
karyadi,straight,neutral,open,1
karyadi,straight,neutral,open,2
karyadi,straight,neutral,open,4
karyadi,straight,neutral,sunglasses,1
karyadi,straight,neutral,sunglasses,2
karyadi,straight,neutral,sunglasses,4
karyadi,straight,sad,open,1
karyadi,straight,sad,open,2
karyadi,straight,sad,open,4
karyadi,straight,sad,sunglasses,1
karyadi,straight,sad,sunglasses,2
karyadi,straight,sad,sunglasses,4
karyadi,up,angry,open,1
karyadi,up,angry,open,2
karyadi,up,angry,open,4
karyadi,up,angry,sunglasses,1
karyadi,up,angry,sunglasses,2
karyadi,up,angry,sunglasses,4
karyadi,up,happy,open,1
karyadi,up,happy,open,2
karyadi,up,happy,open,4
karyadi,up,happy,sunglasses,1
karyadi,up,happy,sunglasses,2
karyadi,up,happy,sunglasses,4
karyadi,up,neutral,open,1
karyadi,up,neutral,open,2
karyadi,up,neutral,open,4
karyadi,up,neutral,sunglasses,1
karyadi,up,neutral,sunglasses,2
karyadi,up,neutral,sunglasses,4
karyadi,up,sad,open,1
karyadi,up,sad,open,2
karyadi,up,sad,open,4
karyadi,up,sad,sunglasses,1
karyadi,up,sad,sunglasses,2
karyadi,up,sad,sunglasses,4
kawamura,left,angry,open,1
kawamura,left,angry,open,2
kawamura,left,angry,open,4
kawamura,left,angry,sunglasses,1
kawamura,left,angry,sunglasses,2
kawamura,left,angry,sunglasses,4
kawamura,left,happy,open,1
kawamura,left,happy,open,2
kawamura,left,happy,open,4
kawamura,left,happy,sunglasses,1
kawamura,left,happy,sunglasses,2
kawamura,left,happy,sunglasses,4
kawamura,left,neutral,open,1
kawamura,left,neutral,open,2
kawamura,left,neutral,open,4
kawamura,left,neutral,sunglasses,1
kawamura,left,neutral,sunglasses,2
kawamura,left,neutral,sunglasses,4
kawamura,left,sad,open,1
kawamura,left,sad,open,2
kawamura,left,sad,open,4
kawamura,left,sad,sunglasses,1
kawamura,left,sad,sunglasses,2
kawamura,left,sad,sunglasses,4
kawamura,right,angry,open,1
kawamura,right,angry,open,2
kawamura,right,angry,open,4
kawamura,right,angry,sunglasses,1
kawamura,right,angry,sunglasses,2
kawamura,right,angry,sunglasses,4
kawamura,right,happy,open,1
kawamura,right,happy,open,2
kawamura,right,happy,open,4
kawamura,right,happy,sunglasses,1
kawamura,right,happy,sunglasses,2
kawamura,right,happy,sunglasses,4
kawamura,right,neutral,open,1
kawamura,right,neutral,open,2
kawamura,right,neutral,open,4
kawamura,right,neutral,sunglasses,1
kawamura,right,neutral,sunglasses,2
kawamura,right,neutral,sunglasses,4
kawamura,right,sad,open,1
kawamura,right,sad,open,2
kawamura,right,sad,open,4
kawamura,right,sad,sunglasses,1
kawamura,right,sad,sunglasses,2
kawamura,right,sad,sunglasses,4
kawamura,straight,angry,open,1
kawamura,straight,angry,open,2
kawamura,straight,angry,open,4
kawamura,straight,angry,sunglasses,1
kawamura,straight,angry,sunglasses,2
kawamura,straight,angry,sunglasses,4
kawamura,straight,happy,open,1
kawamura,straight,happy,open,2
kawamura,straight,happy,open,4
kawamura,straight,happy,sunglasses,1
kawamura,straight,happy,sunglasses,2
kawamura,straight,happy,sunglasses,4
kawamura,straight,neutral,open,1
kawamura,straight,neutral,open,2
kawamura,straight,neutral,open,4
kawamura,straight,neutral,sunglasses,1
kawamura,straight,neutral,sunglasses,2
kawamura,straight,neutral,sunglasses,4
kawamura,straight,sad,open,1
kawamura,straight,sad,open,2
kawamura,straight,sad,open,4
kawamura,straight,sad,sunglasses,1
kawamura,straight,sad,sunglasses,2
kawamura,straight,sad,sunglasses,4
kawamura,up,angry,open,1
kawamura,up,angry,open,2
kawamura,up,angry,open,4
kawamura,up,angry,sunglasses,1
kawamura,up,angry,sunglasses,2
kawamura,up,angry,sunglasses,4
kawamura,up,happy,sunglasses,1
kawamura,up,happy,sunglasses,2
kawamura,up,happy,sunglasses,4
kawamura,up,neutral,open,1
kawamura,up,neutral,open,2
kawamura,up,neutral,open,4
kawamura,up,neutral,sunglasses,1
kawamura,up,neutral,sunglasses,2
kawamura,up,neutral,sunglasses,4
kawamura,up,sad,open,1
kawamura,up,sad,open,2
kawamura,up,sad,open,4
kawamura,up,sad,sunglasses,1
kawamura,up,sad,sunglasses,2
kawamura,up,sad,sunglasses,4
kk49,left,angry,open,1
kk49,left,angry,open,2
kk49,left,angry,open,4
kk49,left,angry,sunglasses,1
kk49,left,angry,sunglasses,2
kk49,left,angry,sunglasses,4
kk49,left,happy,open,1
kk49,left,happy,open,2
kk49,left,happy,open,4
kk49,left,happy,sunglasses,1
kk49,left,happy,sunglasses,2
kk49,left,happy,sunglasses,4
kk49,left,neutral,open,1
kk49,left,neutral,open,2
kk49,left,neutral,open,4
kk49,left,neutral,sunglasses,1
kk49,left,neutral,sunglasses,2
kk49,left,neutral,sunglasses,4
kk49,left,sad,open,1
kk49,left,sad,open,2
kk49,left,sad,open,4
kk49,left,sad,sunglasses,1
kk49,left,sad,sunglasses,2
kk49,left,sad,sunglasses,4
kk49,right,angry,open,1
kk49,right,angry,open,2
kk49,right,angry,open,4
kk49,right,angry,sunglasses,1
kk49,right,angry,sunglasses,2
kk49,right,angry,sunglasses,4
kk49,right,happy,open,1
kk49,right,happy,open,2
kk49,right,happy,open,4
kk49,right,happy,sunglasses,1
kk49,right,happy,sunglasses,2
kk49,right,happy,sunglasses,4
kk49,right,neutral,open,1
kk49,right,neutral,open,2
kk49,right,neutral,open,4
kk49,right,neutral,sunglasses,1
kk49,right,neutral,sunglasses,2
kk49,right,neutral,sunglasses,4
kk49,right,sad,open,1
kk49,right,sad,open,2
kk49,right,sad,open,4
kk49,right,sad,sunglasses,1
kk49,right,sad,sunglasses,2
kk49,right,sad,sunglasses,4
kk49,straight,angry,open,1
kk49,straight,angry,open,2
kk49,straight,angry,open,4
kk49,straight,angry,sunglasses,1
kk49,straight,angry,sunglasses,2
kk49,straight,angry,sunglasses,4
kk49,straight,happy,open,1
kk49,straight,happy,open,2
kk49,straight,happy,open,4
kk49,straight,happy,sunglasses,1
kk49,straight,happy,sunglasses,2
kk49,straight,happy,sunglasses,4
kk49,straight,neutral,open,1
kk49,straight,neutral,open,2
kk49,straight,neutral,open,4
kk49,straight,neutral,sunglasses,1
kk49,straight,neutral,sunglasses,2
kk49,straight,neutral,sunglasses,4
kk49,straight,sad,open,1
kk49,straight,sad,open,2
kk49,straight,sad,open,4
kk49,straight,sad,sunglasses,1
kk49,straight,sad,sunglasses,2
kk49,straight,sad,sunglasses,4
kk49,up,angry,open,1
kk49,up,angry,open,2
kk49,up,angry,open,4
kk49,up,angry,sunglasses,1
kk49,up,angry,sunglasses,2
kk49,up,angry,sunglasses,4
kk49,up,happy,open,1
kk49,up,happy,open,2
kk49,up,happy,open,4
kk49,up,happy,sunglasses,1
kk49,up,happy,sunglasses,2
kk49,up,happy,sunglasses,4
kk49,up,neutral,open,1
kk49,up,neutral,open,2
kk49,up,neutral,open,4
kk49,up,neutral,sunglasses,1
kk49,up,neutral,sunglasses,2
kk49,up,neutral,sunglasses,4
kk49,up,sad,open,1
kk49,up,sad,open,2
kk49,up,sad,open,4
kk49,up,sad,sunglasses,1
kk49,up,sad,sunglasses,2
kk49,up,sad,sunglasses,4
megak,left,angry,open,1
megak,left,angry,open,2
megak,left,angry,open,4
megak,left,angry,sunglasses,1
megak,left,angry,sunglasses,2
megak,left,angry,sunglasses,4
megak,left,happy,open,1
megak,left,happy,open,2
megak,left,happy,open,4
megak,left,happy,sunglasses,1
megak,left,happy,sunglasses,2
megak,left,happy,sunglasses,4
megak,left,neutral,open,1
megak,left,neutral,open,2
megak,left,neutral,open,4
megak,left,neutral,sunglasses,1
megak,left,neutral,sunglasses,2
megak,left,neutral,sunglasses,4
megak,left,sad,open,1
megak,left,sad,open,2
megak,left,sad,open,4
megak,left,sad,sunglasses,1
megak,left,sad,sunglasses,2
megak,left,sad,sunglasses,4
megak,right,angry,open,1
megak,right,angry,open,2
megak,right,angry,open,4
megak,right,angry,sunglasses,1
megak,right,angry,sunglasses,2
megak,right,angry,sunglasses,4
megak,right,happy,open,1
megak,right,happy,open,2
megak,right,happy,open,4
megak,right,happy,sunglasses,1
megak,right,happy,sunglasses,2
megak,right,happy,sunglasses,4
megak,right,neutral,open,1
megak,right,neutral,open,2
megak,right,neutral,open,4
megak,right,neutral,sunglasses,1
megak,right,neutral,sunglasses,2
megak,right,neutral,sunglasses,4
megak,right,sad,open,1
megak,right,sad,open,2
megak,right,sad,open,4
megak,right,sad,sunglasses,1
megak,right,sad,sunglasses,2
megak,right,sad,sunglasses,4
megak,straight,angry,open,1
megak,straight,angry,open,2
megak,straight,angry,open,4
megak,straight,angry,sunglasses,1
megak,straight,angry,sunglasses,2
megak,straight,angry,sunglasses,4
megak,straight,happy,open,1
megak,straight,happy,open,2
megak,straight,happy,open,4
megak,straight,happy,sunglasses,1
megak,straight,happy,sunglasses,2
megak,straight,happy,sunglasses,4
megak,straight,neutral,open,1
megak,straight,neutral,open,2
megak,straight,neutral,open,4
megak,straight,neutral,sunglasses,1
megak,straight,neutral,sunglasses,2
megak,straight,neutral,sunglasses,4
megak,straight,sad,open,1
megak,straight,sad,open,2
megak,straight,sad,open,4
megak,up,angry,open,1
megak,up,angry,open,2
megak,up,angry,open,4
megak,up,angry,sunglasses,1
megak,up,angry,sunglasses,2
megak,up,angry,sunglasses,4
megak,up,happy,open,1
megak,up,happy,open,2
megak,up,happy,open,4
megak,up,happy,sunglasses,1
megak,up,happy,sunglasses,2
megak,up,happy,sunglasses,4
megak,up,neutral,open,1
megak,up,neutral,open,2
megak,up,neutral,open,4
megak,up,neutral,sunglasses,1
megak,up,neutral,sunglasses,2
megak,up,neutral,sunglasses,4
megak,up,sad,open,1
megak,up,sad,open,2
megak,up,sad,open,4
mitchell,left,angry,open,1
mitchell,left,angry,open,2
mitchell,left,angry,open,4
mitchell,left,angry,sunglasses,1
mitchell,left,angry,sunglasses,2
mitchell,left,angry,sunglasses,4
mitchell,left,happy,open,1
mitchell,left,happy,open,2
mitchell,left,happy,open,4
mitchell,left,happy,sunglasses,1
mitchell,left,happy,sunglasses,2
mitchell,left,happy,sunglasses,4
mitchell,left,neutral,open,1
mitchell,left,neutral,open,2
mitchell,left,neutral,open,4
mitchell,left,neutral,sunglasses,1
mitchell,left,neutral,sunglasses,2
mitchell,left,neutral,sunglasses,4
mitchell,left,sad,open,1
mitchell,left,sad,open,2
mitchell,left,sad,open,4
mitchell,left,sad,sunglasses,1
mitchell,left,sad,sunglasses,2
mitchell,left,sad,sunglasses,4
mitchell,right,angry,open,1
mitchell,right,angry,open,2
mitchell,right,angry,open,4
mitchell,right,happy,open,1
mitchell,right,happy,open,2
mitchell,right,happy,open,4
mitchell,right,happy,sunglasses,1
mitchell,right,happy,sunglasses,2
mitchell,right,happy,sunglasses,4
mitchell,right,neutral,open,1
mitchell,right,neutral,open,2
mitchell,right,neutral,open,4
mitchell,right,neutral,sunglasses,1
mitchell,right,neutral,sunglasses,2
mitchell,right,neutral,sunglasses,4
mitchell,right,sad,open,1
mitchell,right,sad,open,2
mitchell,right,sad,open,4
mitchell,right,sad,sunglasses,1
mitchell,right,sad,sunglasses,2
mitchell,right,sad,sunglasses,4
mitchell,straight,angry,sunglasses,1
mitchell,straight,angry,sunglasses,2
mitchell,straight,angry,sunglasses,4
mitchell,straight,happy,open,1
mitchell,straight,happy,open,2
mitchell,straight,happy,open,4
mitchell,straight,happy,sunglasses,1
mitchell,straight,happy,sunglasses,2
mitchell,straight,happy,sunglasses,4
mitchell,straight,neutral,open,1
mitchell,straight,neutral,open,2
mitchell,straight,neutral,open,4
mitchell,straight,neutral,sunglasses,1
mitchell,straight,neutral,sunglasses,2
mitchell,straight,neutral,sunglasses,4
mitchell,straight,sad,open,1
mitchell,straight,sad,open,2
mitchell,straight,sad,open,4
mitchell,straight,sad,sunglasses,1
mitchell,straight,sad,sunglasses,2
mitchell,straight,sad,sunglasses,4
mitchell,up,angry,open,1
mitchell,up,angry,open,2
mitchell,up,angry,open,4
mitchell,up,angry,sunglasses,1
mitchell,up,angry,sunglasses,2
mitchell,up,angry,sunglasses,4
mitchell,up,happy,open,1
mitchell,up,happy,open,2
mitchell,up,happy,open,4
mitchell,up,neutral,open,1
mitchell,up,neutral,open,2
mitchell,up,neutral,open,4
mitchell,up,sad,open,1
mitchell,up,sad,open,2
mitchell,up,sad,open,4
mitchell,up,sad,sunglasses,1
mitchell,up,sad,sunglasses,2
mitchell,up,sad,sunglasses,4
night,left,angry,open,1
night,left,angry,open,2
night,left,angry,open,4
night,left,angry,sunglasses,1
night,left,angry,sunglasses,2
night,left,angry,sunglasses,4
night,left,happy,open,1
night,left,happy,open,2
night,left,happy,open,4
night,left,happy,sunglasses,1
night,left,happy,sunglasses,2
night,left,happy,sunglasses,4
night,left,neutral,open,1
night,left,neutral,open,2
night,left,neutral,open,4
night,left,neutral,sunglasses,1
night,left,neutral,sunglasses,2
night,left,neutral,sunglasses,4
night,left,sad,open,1
night,left,sad,open,2
night,left,sad,open,4
night,left,sad,sunglasses,1
night,left,sad,sunglasses,2
night,left,sad,sunglasses,4
night,right,angry,open,1
night,right,angry,open,2
night,right,angry,open,4
night,right,angry,sunglasses,1
night,right,angry,sunglasses,2
night,right,angry,sunglasses,4
night,right,happy,open,1
night,right,happy,open,2
night,right,happy,open,4
night,right,happy,sunglasses,1
night,right,happy,sunglasses,2
night,right,happy,sunglasses,4
night,right,neutral,open,1
night,right,neutral,open,2
night,right,neutral,open,4
night,right,neutral,sunglasses,1
night,right,neutral,sunglasses,2
night,right,neutral,sunglasses,4
night,right,sad,open,1
night,right,sad,open,2
night,right,sad,open,4
night,right,sad,sunglasses,1
night,right,sad,sunglasses,2
night,right,sad,sunglasses,4
night,straight,angry,open,1
night,straight,angry,open,2
night,straight,angry,open,4
night,straight,angry,sunglasses,1
night,straight,angry,sunglasses,2
night,straight,angry,sunglasses,4
night,straight,happy,open,1
night,straight,happy,open,2
night,straight,happy,open,4
night,straight,happy,sunglasses,1
night,straight,happy,sunglasses,2
night,straight,happy,sunglasses,4
night,straight,neutral,open,1
night,straight,neutral,open,2
night,straight,neutral,open,4
night,straight,neutral,sunglasses,1
night,straight,neutral,sunglasses,2
night,straight,neutral,sunglasses,4
night,straight,sad,open,1
night,straight,sad,open,2
night,straight,sad,open,4
night,straight,sad,sunglasses,1
night,straight,sad,sunglasses,2
night,straight,sad,sunglasses,4
night,up,angry,open,1
night,up,angry,open,2
night,up,angry,open,4
night,up,angry,sunglasses,1
night,up,angry,sunglasses,2
night,up,angry,sunglasses,4
night,up,happy,open,1
night,up,happy,open,2
night,up,happy,open,4
night,up,happy,sunglasses,1
night,up,happy,sunglasses,2
night,up,happy,sunglasses,4
night,up,neutral,open,1
night,up,neutral,open,2
night,up,neutral,open,4
night,up,neutral,sunglasses,1
night,up,neutral,sunglasses,2
night,up,neutral,sunglasses,4
night,up,sad,open,1
night,up,sad,open,2
night,up,sad,open,4
night,up,sad,sunglasses,1
night,up,sad,sunglasses,2
night,up,sad,sunglasses,4
phoebe,left,angry,sunglasses,1
phoebe,left,angry,sunglasses,2
phoebe,left,angry,sunglasses,4
phoebe,left,happy,open,1
phoebe,left,happy,open,2
phoebe,left,happy,open,4
phoebe,left,happy,sunglasses,1
phoebe,left,happy,sunglasses,2
phoebe,left,happy,sunglasses,4
phoebe,left,neutral,open,1
phoebe,left,neutral,open,2
phoebe,left,neutral,open,4
phoebe,left,neutral,sunglasses,1
phoebe,left,neutral,sunglasses,2
phoebe,left,neutral,sunglasses,4
phoebe,left,sad,open,1
phoebe,left,sad,open,2
phoebe,left,sad,open,4
phoebe,left,sad,sunglasses,1
phoebe,left,sad,sunglasses,2
phoebe,left,sad,sunglasses,4
phoebe,right,angry,open,1
phoebe,right,angry,open,2
phoebe,right,angry,open,4
phoebe,right,angry,sunglasses,1
phoebe,right,angry,sunglasses,2
phoebe,right,angry,sunglasses,4
phoebe,right,happy,open,1
phoebe,right,happy,open,2
phoebe,right,happy,open,4
phoebe,right,happy,sunglasses,1
phoebe,right,happy,sunglasses,2
phoebe,right,happy,sunglasses,4
phoebe,right,neutral,open,1
phoebe,right,neutral,open,2
phoebe,right,neutral,open,4
phoebe,right,neutral,sunglasses,1
phoebe,right,neutral,sunglasses,2
phoebe,right,neutral,sunglasses,4
phoebe,right,sad,open,1
phoebe,right,sad,open,2
phoebe,right,sad,open,4
phoebe,right,sad,sunglasses,1
phoebe,right,sad,sunglasses,2
phoebe,right,sad,sunglasses,4
phoebe,straight,angry,open,1
phoebe,straight,angry,open,2
phoebe,straight,angry,open,4
phoebe,straight,angry,sunglasses,1
phoebe,straight,angry,sunglasses,2
phoebe,straight,angry,sunglasses,4
phoebe,straight,happy,open,1
phoebe,straight,happy,open,2
phoebe,straight,happy,open,4
phoebe,straight,happy,sunglasses,1
phoebe,straight,happy,sunglasses,2
phoebe,straight,happy,sunglasses,4
phoebe,straight,neutral,open,1
phoebe,straight,neutral,open,2
phoebe,straight,neutral,open,4
phoebe,straight,neutral,sunglasses,1
phoebe,straight,neutral,sunglasses,2
phoebe,straight,neutral,sunglasses,4
phoebe,straight,sad,open,1
phoebe,straight,sad,open,2
phoebe,straight,sad,open,4
phoebe,straight,sad,sunglasses,1
phoebe,straight,sad,sunglasses,2
phoebe,straight,sad,sunglasses,4
phoebe,up,angry,open,1
phoebe,up,angry,open,2
phoebe,up,angry,open,4
phoebe,up,angry,sunglasses,1
phoebe,up,angry,sunglasses,2
phoebe,up,angry,sunglasses,4
phoebe,up,happy,open,1
phoebe,up,happy,open,2
phoebe,up,happy,open,4
phoebe,up,happy,sunglasses,1
phoebe,up,happy,sunglasses,2
phoebe,up,happy,sunglasses,4
phoebe,up,neutral,open,1
phoebe,up,neutral,open,2
phoebe,up,neutral,open,4
phoebe,up,neutral,sunglasses,1
phoebe,up,neutral,sunglasses,2
phoebe,up,neutral,sunglasses,4
phoebe,up,sad,open,1
phoebe,up,sad,open,2
phoebe,up,sad,open,4
phoebe,up,sad,sunglasses,1
phoebe,up,sad,sunglasses,2
phoebe,up,sad,sunglasses,4
saavik,left,angry,open,1
saavik,left,angry,open,2
saavik,left,angry,open,4
saavik,left,angry,sunglasses,1
saavik,left,angry,sunglasses,2
saavik,left,angry,sunglasses,4
saavik,left,happy,open,1
saavik,left,happy,open,2
saavik,left,happy,open,4
saavik,left,happy,sunglasses,1
saavik,left,happy,sunglasses,2
saavik,left,happy,sunglasses,4
saavik,left,neutral,open,1
saavik,left,neutral,open,2
saavik,left,neutral,open,4
saavik,left,neutral,sunglasses,1
saavik,left,neutral,sunglasses,2
saavik,left,neutral,sunglasses,4
saavik,left,sad,open,1
saavik,left,sad,open,2
saavik,left,sad,open,4
saavik,left,sad,sunglasses,1
saavik,left,sad,sunglasses,2
saavik,left,sad,sunglasses,4
saavik,right,angry,open,1
saavik,right,angry,open,2
saavik,right,angry,open,4
saavik,right,angry,sunglasses,1
saavik,right,angry,sunglasses,2
saavik,right,angry,sunglasses,4
saavik,right,happy,open,1
saavik,right,happy,open,2
saavik,right,happy,open,4
saavik,right,happy,sunglasses,1
saavik,right,happy,sunglasses,2
saavik,right,happy,sunglasses,4
saavik,right,neutral,open,1
saavik,right,neutral,open,2
saavik,right,neutral,open,4
saavik,right,neutral,sunglasses,1
saavik,right,neutral,sunglasses,2
saavik,right,neutral,sunglasses,4
saavik,right,sad,open,1
saavik,right,sad,open,2
saavik,right,sad,open,4
saavik,right,sad,sunglasses,1
saavik,right,sad,sunglasses,2
saavik,right,sad,sunglasses,4
saavik,straight,angry,open,1
saavik,straight,angry,open,2
saavik,straight,angry,open,4
saavik,straight,angry,sunglasses,1
saavik,straight,angry,sunglasses,2
saavik,straight,angry,sunglasses,4
saavik,straight,happy,open,1
saavik,straight,happy,open,2
saavik,straight,happy,open,4
saavik,straight,happy,sunglasses,1
saavik,straight,happy,sunglasses,2
saavik,straight,happy,sunglasses,4
saavik,straight,neutral,open,1
saavik,straight,neutral,open,2
saavik,straight,neutral,open,4
saavik,straight,neutral,sunglasses,1
saavik,straight,neutral,sunglasses,2
saavik,straight,neutral,sunglasses,4
saavik,straight,sad,open,1
saavik,straight,sad,open,2
saavik,straight,sad,open,4
saavik,straight,sad,sunglasses,1
saavik,straight,sad,sunglasses,2
saavik,straight,sad,sunglasses,4
saavik,up,angry,open,1
saavik,up,angry,open,2
saavik,up,angry,open,4
saavik,up,angry,sunglasses,1
saavik,up,angry,sunglasses,2
saavik,up,angry,sunglasses,4
saavik,up,happy,open,1
saavik,up,happy,open,2
saavik,up,happy,open,4
saavik,up,happy,sunglasses,1
saavik,up,happy,sunglasses,2
saavik,up,happy,sunglasses,4
saavik,up,neutral,open,1
saavik,up,neutral,open,2
saavik,up,neutral,open,4
saavik,up,neutral,sunglasses,1
saavik,up,neutral,sunglasses,2
saavik,up,neutral,sunglasses,4
saavik,up,sad,open,1
saavik,up,sad,open,2
saavik,up,sad,open,4
saavik,up,sad,sunglasses,1
saavik,up,sad,sunglasses,2
saavik,up,sad,sunglasses,4
steffi,left,angry,open,1
steffi,left,angry,open,2
steffi,left,angry,open,4
steffi,left,angry,sunglasses,1
steffi,left,angry,sunglasses,2
steffi,left,angry,sunglasses,4
steffi,left,happy,open,1
steffi,left,happy,open,2
steffi,left,happy,open,4
steffi,left,happy,sunglasses,1
steffi,left,happy,sunglasses,2
steffi,left,happy,sunglasses,4
steffi,left,neutral,open,1
steffi,left,neutral,open,2
steffi,left,neutral,open,4
steffi,left,neutral,sunglasses,1
steffi,left,neutral,sunglasses,2
steffi,left,neutral,sunglasses,4
steffi,left,sad,open,1
steffi,left,sad,open,2
steffi,left,sad,open,4
steffi,left,sad,sunglasses,1
steffi,left,sad,sunglasses,2
steffi,left,sad,sunglasses,4
steffi,right,angry,open,1
steffi,right,angry,open,2
steffi,right,angry,open,4
steffi,right,angry,sunglasses,1
steffi,right,angry,sunglasses,2
steffi,right,angry,sunglasses,4
steffi,right,happy,open,1
steffi,right,happy,open,2
steffi,right,happy,open,4
steffi,right,happy,sunglasses,1
steffi,right,happy,sunglasses,2
steffi,right,happy,sunglasses,4
steffi,right,neutral,open,1
steffi,right,neutral,open,2
steffi,right,neutral,open,4
steffi,right,neutral,sunglasses,1
steffi,right,neutral,sunglasses,2
steffi,right,neutral,sunglasses,4
steffi,right,sad,open,1
steffi,right,sad,open,2
steffi,right,sad,open,4
steffi,right,sad,sunglasses,1
steffi,right,sad,sunglasses,2
steffi,right,sad,sunglasses,4
steffi,straight,angry,open,1
steffi,straight,angry,open,2
steffi,straight,angry,open,4
steffi,straight,angry,sunglasses,1
steffi,straight,angry,sunglasses,2
steffi,straight,angry,sunglasses,4
steffi,straight,happy,open,1
steffi,straight,happy,open,2
steffi,straight,happy,open,4
steffi,straight,happy,sunglasses,1
steffi,straight,happy,sunglasses,2
steffi,straight,happy,sunglasses,4
steffi,straight,neutral,open,1
steffi,straight,neutral,open,2
steffi,straight,neutral,open,4
steffi,straight,neutral,sunglasses,1
steffi,straight,neutral,sunglasses,2
steffi,straight,neutral,sunglasses,4
steffi,straight,sad,open,1
steffi,straight,sad,open,2
steffi,straight,sad,open,4
steffi,straight,sad,sunglasses,1
steffi,straight,sad,sunglasses,2
steffi,straight,sad,sunglasses,4
steffi,up,angry,open,1
steffi,up,angry,open,2
steffi,up,angry,open,4
steffi,up,angry,sunglasses,1
steffi,up,angry,sunglasses,2
steffi,up,angry,sunglasses,4
steffi,up,happy,open,1
steffi,up,happy,open,2
steffi,up,happy,open,4
steffi,up,happy,sunglasses,1
steffi,up,happy,sunglasses,2
steffi,up,happy,sunglasses,4
steffi,up,neutral,open,1
steffi,up,neutral,open,2
steffi,up,neutral,open,4
steffi,up,neutral,sunglasses,1
steffi,up,neutral,sunglasses,2
steffi,up,neutral,sunglasses,4
steffi,up,sad,open,1
steffi,up,sad,open,2
steffi,up,sad,open,4
steffi,up,sad,sunglasses,1
steffi,up,sad,sunglasses,2
steffi,up,sad,sunglasses,4
sz24,left,angry,open,1
sz24,left,angry,open,2
sz24,left,angry,open,4
sz24,left,angry,sunglasses,1
sz24,left,angry,sunglasses,2
sz24,left,angry,sunglasses,4
sz24,left,happy,open,1
sz24,left,happy,open,2
sz24,left,happy,open,4
sz24,left,happy,sunglasses,1
sz24,left,happy,sunglasses,2
sz24,left,happy,sunglasses,4
sz24,left,neutral,open,1
sz24,left,neutral,open,2
sz24,left,neutral,open,4
sz24,left,sad,open,1
sz24,left,sad,open,2
sz24,left,sad,open,4
sz24,left,sad,sunglasses,1
sz24,left,sad,sunglasses,2
sz24,left,sad,sunglasses,4
sz24,right,angry,open,1
sz24,right,angry,open,2
sz24,right,angry,open,4
sz24,right,angry,sunglasses,1
sz24,right,angry,sunglasses,2
sz24,right,angry,sunglasses,4
sz24,right,happy,open,1
sz24,right,happy,open,2
sz24,right,happy,open,4
sz24,right,happy,sunglasses,1
sz24,right,happy,sunglasses,2
sz24,right,happy,sunglasses,4
sz24,right,neutral,open,1
sz24,right,neutral,open,2
sz24,right,neutral,open,4
sz24,right,neutral,sunglasses,1
sz24,right,neutral,sunglasses,2
sz24,right,neutral,sunglasses,4
sz24,right,sad,open,1
sz24,right,sad,open,2
sz24,right,sad,open,4
sz24,right,sad,sunglasses,1
sz24,right,sad,sunglasses,2
sz24,right,sad,sunglasses,4
sz24,straight,angry,open,1
sz24,straight,angry,open,2
sz24,straight,angry,open,4
sz24,straight,angry,sunglasses,1
sz24,straight,angry,sunglasses,2
sz24,straight,angry,sunglasses,4
sz24,straight,happy,open,1
sz24,straight,happy,open,2
sz24,straight,happy,open,4
sz24,straight,happy,sunglasses,1
sz24,straight,happy,sunglasses,2
sz24,straight,happy,sunglasses,4
sz24,straight,neutral,open,1
sz24,straight,neutral,open,2
sz24,straight,neutral,open,4
sz24,straight,neutral,sunglasses,1
sz24,straight,neutral,sunglasses,2
sz24,straight,neutral,sunglasses,4
sz24,straight,sad,open,1
sz24,straight,sad,open,2
sz24,straight,sad,open,4
sz24,straight,sad,sunglasses,1
sz24,straight,sad,sunglasses,2
sz24,straight,sad,sunglasses,4
sz24,up,angry,open,1
sz24,up,angry,open,2
sz24,up,angry,open,4
sz24,up,angry,sunglasses,1
sz24,up,angry,sunglasses,2
sz24,up,angry,sunglasses,4
sz24,up,happy,open,1
sz24,up,happy,open,2
sz24,up,happy,open,4
sz24,up,happy,sunglasses,1
sz24,up,happy,sunglasses,2
sz24,up,happy,sunglasses,4
sz24,up,neutral,open,1
sz24,up,neutral,open,2
sz24,up,neutral,open,4
sz24,up,neutral,sunglasses,1
sz24,up,neutral,sunglasses,2
sz24,up,neutral,sunglasses,4
sz24,up,sad,open,1
sz24,up,sad,open,2
sz24,up,sad,open,4
sz24,up,sad,sunglasses,1
sz24,up,sad,sunglasses,2
sz24,up,sad,sunglasses,4
tammo,left,angry,open,1
tammo,left,angry,open,2
tammo,left,angry,open,4
tammo,left,angry,sunglasses,1
tammo,left,angry,sunglasses,2
tammo,left,angry,sunglasses,4
tammo,left,happy,open,1
tammo,left,happy,open,2
tammo,left,happy,open,4
tammo,left,happy,sunglasses,1
tammo,left,happy,sunglasses,2
tammo,left,happy,sunglasses,4
tammo,left,neutral,open,1
tammo,left,neutral,open,2
tammo,left,neutral,open,4
tammo,left,neutral,sunglasses,1
tammo,left,neutral,sunglasses,2
tammo,left,neutral,sunglasses,4
tammo,left,sad,open,1
tammo,left,sad,open,2
tammo,left,sad,open,4
tammo,left,sad,sunglasses,1
